station_european_code,component_code,component_name,component_caption,measurement_unit,measurement_european_group_code,statistics_period,statistics_year,statistics_average_group,statistic_shortname,statistic_name,statistic_value,statistics_percentage_valid,statistics_number_valid,statistics_calculated
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1990,day,P50,50 percentile,20.042,94.795,346,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1990,day,Mean,annual mean,22.256,94.795,346,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1990,day,P95,95 percentile,42.208,94.795,346,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1990,day,P98,98 percentile,50.458,94.795,346,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1990,day,Max,maximum,70.65,94.795,346,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1990,day,Max4,4th highest value,65.182,94.795,346,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1990,day,Days(c > 125),days with c > 125 ug/m3,0.0,94.795,346,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1990,hour,P50,50 percentile,20.0,95.662,8380,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1990,hour,Mean,annual mean,22.287,95.662,8380,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1990,hour,P95,95 percentile,52.0,95.662,8380,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1990,hour,P98,98 percentile,68.0,95.662,8380,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1990,hour,P99_9,99.9 percentile,108.0,95.662,8380,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1990,hour,Max,maximum,156.0,95.662,8380,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1990,hour,Max25,25th highest value,100.0,95.662,8380,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1990,hour,Hours(c > 350),hours with c > 350 ug/m3,0.0,95.662,8380,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1991,day,P50,50 percentile,18.826,88.219,322,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1991,day,Mean,annual mean,22.861,88.219,322,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1991,day,P95,95 percentile,55.25,88.219,322,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1991,day,P98,98 percentile,75.042,88.219,322,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1991,day,Max,maximum,169.625,88.219,322,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1991,day,Max4,4th highest value,108.625,88.219,322,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1991,day,Days(c > 125),days with c > 125 ug/m3,1.0,88.219,322,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1991,hour,P50,50 percentile,18.0,92.078,8066,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1991,hour,Mean,annual mean,22.858,92.078,8066,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1991,hour,P95,95 percentile,60.0,92.078,8066,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1991,hour,P98,98 percentile,86.0,92.078,8066,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1991,hour,P99_9,99.9 percentile,182.0,92.078,8066,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1991,hour,Max,maximum,216.0,92.078,8066,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1991,hour,Max25,25th highest value,156.0,92.078,8066,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1991,hour,Hours(c > 350),hours with c > 350 ug/m3,0.0,92.078,8066,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1992,day,P50,50 percentile,17.0,95.628,350,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1992,day,Mean,annual mean,19.815,95.628,350,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1992,day,P95,95 percentile,47.042,95.628,350,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1992,day,P98,98 percentile,59.375,95.628,350,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1992,day,Max,maximum,86.458,95.628,350,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1992,day,Max4,4th highest value,73.208,95.628,350,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1992,day,Days(c > 125),days with c > 125 ug/m3,0.0,95.628,350,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1992,hour,P50,50 percentile,16.0,95.993,8432,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1992,hour,Mean,annual mean,19.758,95.993,8432,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1992,hour,P95,95 percentile,51.0,95.993,8432,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1992,hour,P98,98 percentile,70.0,95.993,8432,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1992,hour,P99_9,99.9 percentile,126.0,95.993,8432,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1992,hour,Max,maximum,174.0,95.993,8432,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1992,hour,Max25,25th highest value,104.0,95.993,8432,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1992,hour,Hours(c > 350),hours with c > 350 ug/m3,0.0,95.993,8432,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1993,day,P50,50 percentile,14.5,93.425,341,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1993,day,Mean,annual mean,18.209,93.425,341,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1993,day,P95,95 percentile,45.381,93.425,341,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1993,day,P98,98 percentile,57.792,93.425,341,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1993,day,Max,maximum,102.583,93.425,341,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1993,day,Max4,4th highest value,66.542,93.425,341,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1993,day,Days(c > 125),days with c > 125 ug/m3,0.0,93.425,341,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1993,hour,P50,50 percentile,14.0,94.966,8319,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1993,hour,Mean,annual mean,18.26,94.966,8319,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1993,hour,P95,95 percentile,49.0,94.966,8319,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1993,hour,P98,98 percentile,70.0,94.966,8319,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1993,hour,P99_9,99.9 percentile,136.0,94.966,8319,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1993,hour,Max,maximum,162.0,94.966,8319,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1993,hour,Max25,25th highest value,116.0,94.966,8319,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1993,hour,Hours(c > 350),hours with c > 350 ug/m3,0.0,94.966,8319,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1995,day,P50,50 percentile,14.0,95.342,348,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1995,day,Mean,annual mean,14.906,95.342,348,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1995,day,P95,95 percentile,25.875,95.342,348,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1995,day,P98,98 percentile,30.667,95.342,348,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1995,day,Max,maximum,45.0,95.342,348,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1995,day,Max4,4th highest value,35.286,95.342,348,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1995,day,Days(c > 125),days with c > 125 ug/m3,0.0,95.342,348,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1995,hour,P50,50 percentile,14.0,96.199,8427,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1995,hour,Mean,annual mean,14.868,96.199,8427,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1995,hour,P95,95 percentile,31.0,96.199,8427,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1995,hour,P98,98 percentile,38.0,96.199,8427,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1995,hour,P99_9,99.9 percentile,69.0,96.199,8427,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1995,hour,Max,maximum,75.0,96.199,8427,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1995,hour,Max25,25th highest value,56.0,96.199,8427,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1995,hour,Hours(c > 350),hours with c > 350 ug/m3,0.0,96.199,8427,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1996,day,P50,50 percentile,9.042,99.727,365,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1996,day,Mean,annual mean,12.87,99.727,365,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1996,day,P95,95 percentile,35.917,99.727,365,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1996,day,P98,98 percentile,49.292,99.727,365,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1996,day,Max,maximum,88.667,99.727,365,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1996,day,Max4,4th highest value,58.542,99.727,365,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1996,day,Days(c > 125),days with c > 125 ug/m3,0.0,99.727,365,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1996,hour,P50,50 percentile,8.0,99.397,8731,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1996,hour,Mean,annual mean,12.871,99.397,8731,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1996,hour,P95,95 percentile,38.0,99.397,8731,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1996,hour,P98,98 percentile,56.0,99.397,8731,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1996,hour,P99_9,99.9 percentile,99.0,99.397,8731,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1996,hour,Max,maximum,118.0,99.397,8731,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1996,hour,Max25,25th highest value,84.0,99.397,8731,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1996,hour,Hours(c > 350),hours with c > 350 ug/m3,0.0,99.397,8731,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,200,Calendar year,1996,day,P50,50 percentile,9.042,99.727,365,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,200,Calendar year,1996,day,Mean,annual mean,12.87,99.727,365,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,200,Calendar year,1996,day,P95,95 percentile,35.917,99.727,365,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,200,Calendar year,1996,day,P98,98 percentile,49.292,99.727,365,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,200,Calendar year,1996,day,Max,maximum,88.667,99.727,365,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,200,Calendar year,1996,day,Max4,4th highest value,58.542,99.727,365,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,200,Calendar year,1996,day,Days(c > 125),days with c > 125 ug/m3,0.0,99.727,365,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,200,Calendar year,1996,hour,P50,50 percentile,8.0,99.397,8731,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,200,Calendar year,1996,hour,Mean,annual mean,12.871,99.397,8731,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,200,Calendar year,1996,hour,P95,95 percentile,38.0,99.397,8731,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,200,Calendar year,1996,hour,P98,98 percentile,56.0,99.397,8731,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,200,Calendar year,1996,hour,P99_9,99.9 percentile,99.0,99.397,8731,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,200,Calendar year,1996,hour,Max,maximum,118.0,99.397,8731,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,200,Calendar year,1996,hour,Max25,25th highest value,84.0,99.397,8731,True
DENW056,1,Sulphur dioxide (air),SO2,µg/m3,200,Calendar year,1996,hour,Hours(c > 350),hours with c > 350 ug/m3,0.0,99.397,8731,True
DENW056,4,Total suspended particulates (aerosol),SPM,µg/m3,100,Calendar year,1987,day,P50,50 percentile,58.0,37.534,137,True
DENW056,4,Total suspended particulates (aerosol),SPM,µg/m3,100,Calendar year,1987,day,Mean,annual mean,66.102,37.534,137,True
DENW056,4,Total suspended particulates (aerosol),SPM,µg/m3,100,Calendar year,1987,day,P95,95 percentile,145.0,37.534,137,True
DENW056,4,Total suspended particulates (aerosol),SPM,µg/m3,100,Calendar year,1987,day,P98,98 percentile,171.0,37.534,137,True
DENW056,4,Total suspended particulates (aerosol),SPM,µg/m3,100,Calendar year,1987,day,Max,maximum,236.0,37.534,137,True
DENW056,4,Total suspended particulates (aerosol),SPM,µg/m3,100,Calendar year,1988,day,P50,50 percentile,45.0,28.962,106,True
DENW056,4,Total suspended particulates (aerosol),SPM,µg/m3,100,Calendar year,1988,day,Mean,annual mean,55.906,28.962,106,True
DENW056,4,Total suspended particulates (aerosol),SPM,µg/m3,100,Calendar year,1988,day,P95,95 percentile,121.0,28.962,106,True
DENW056,4,Total suspended particulates (aerosol),SPM,µg/m3,100,Calendar year,1988,day,P98,98 percentile,148.0,28.962,106,True
DENW056,4,Total suspended particulates (aerosol),SPM,µg/m3,100,Calendar year,1988,day,Max,maximum,181.0,28.962,106,True
DENW056,4,Total suspended particulates (aerosol),SPM,µg/m3,100,Calendar year,1989,day,P50,50 percentile,57.0,39.726,145,True
DENW056,4,Total suspended particulates (aerosol),SPM,µg/m3,100,Calendar year,1989,day,Mean,annual mean,65.028,39.726,145,True
DENW056,4,Total suspended particulates (aerosol),SPM,µg/m3,100,Calendar year,1989,day,P95,95 percentile,115.0,39.726,145,True
DENW056,4,Total suspended particulates (aerosol),SPM,µg/m3,100,Calendar year,1989,day,P98,98 percentile,127.0,39.726,145,True
DENW056,4,Total suspended particulates (aerosol),SPM,µg/m3,100,Calendar year,1989,day,Max,maximum,418.0,39.726,145,True
DENW056,4,Total suspended particulates (aerosol),SPM,µg/m3,200,Calendar year,1996,day,P50,50 percentile,40.125,96.448,353,True
DENW056,4,Total suspended particulates (aerosol),SPM,µg/m3,200,Calendar year,1996,day,Mean,annual mean,46.724,96.448,353,True
DENW056,4,Total suspended particulates (aerosol),SPM,µg/m3,200,Calendar year,1996,day,P95,95 percentile,90.792,96.448,353,True
DENW056,4,Total suspended particulates (aerosol),SPM,µg/m3,200,Calendar year,1996,day,P98,98 percentile,112.958,96.448,353,True
DENW056,4,Total suspended particulates (aerosol),SPM,µg/m3,200,Calendar year,1996,day,Max,maximum,168.125,96.448,353,True
DENW056,4,Total suspended particulates (aerosol),SPM,µg/m3,200,Calendar year,1996,hour,P50,50 percentile,39.0,97.188,8537,True
DENW056,4,Total suspended particulates (aerosol),SPM,µg/m3,200,Calendar year,1996,hour,Mean,annual mean,46.687,97.188,8537,True
DENW056,4,Total suspended particulates (aerosol),SPM,µg/m3,200,Calendar year,1996,hour,P95,95 percentile,107.0,97.188,8537,True
DENW056,4,Total suspended particulates (aerosol),SPM,µg/m3,200,Calendar year,1996,hour,P98,98 percentile,137.0,97.188,8537,True
DENW056,4,Total suspended particulates (aerosol),SPM,µg/m3,200,Calendar year,1996,hour,Max,maximum,326.0,97.188,8537,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1990,day,P50,50 percentile,6.792,14.247,52,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1990,day,Mean,annual mean,11.796,14.247,52,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1990,day,P95,95 percentile,37.174,14.247,52,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1990,day,P98,98 percentile,40.043,14.247,52,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1990,day,Max,maximum,40.842,14.247,52,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1990,dymax,P50,50 percentile,13.857,13.973,51,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1990,dymax,Mean,annual mean,20.057,13.973,51,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1990,dymax,P95,95 percentile,53.714,13.973,51,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1990,dymax,P98,98 percentile,54.875,13.973,51,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1990,dymax,Max,maximum,57.143,13.973,51,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1990,dymax,Max26,26th highest value,13.857,13.973,51,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1990,dymax,Days(c > 120),days with c > 120 ug/m3,0.0,13.973,51,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1990,dymax,SOMO35,"SOMO35 (c > 70 ug/m3, year,corrected)",0.0,13.973,51,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1990,hour,P50,50 percentile,4.0,14.566,1276,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1990,hour,Mean,annual mean,11.9,14.566,1276,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1990,hour,P95,95 percentile,46.0,14.566,1276,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1990,hour,P98,98 percentile,54.0,14.566,1276,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1990,hour,Max,maximum,86.0,14.566,1276,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1991,day,P50,50 percentile,17.375,44.384,162,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1991,day,Mean,annual mean,21.94,44.384,162,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1991,day,P95,95 percentile,53.708,44.384,162,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1991,day,P98,98 percentile,59.875,44.384,162,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1991,day,Max,maximum,76.167,44.384,162,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1991,dymax,P50,50 percentile,33.0,44.11,161,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1991,dymax,Mean,annual mean,43.408,44.11,161,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1991,dymax,P95,95 percentile,116.625,44.11,161,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1991,dymax,P98,98 percentile,133.5,44.11,161,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1991,dymax,Max,maximum,143.0,44.11,161,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1991,dymax,Max26,26th highest value,84.125,44.11,161,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1991,dymax,Days(c > 120),days with c > 120 ug/m3,7.0,44.11,161,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1991,dymax,SOMO35,"SOMO35 (c > 70 ug/m3, year,corrected)",2320.0,44.11,161,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1991,hour,P50,50 percentile,10.0,46.963,4114,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1991,hour,Mean,annual mean,22.534,46.963,4114,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1991,hour,P95,95 percentile,86.0,46.963,4114,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1991,hour,P98,98 percentile,115.0,46.963,4114,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1991,hour,Max,maximum,181.0,46.963,4114,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1991,hour,AOT40,"AOT40 (c > 80 ug/m3,3 months,corrected)",11253.0,12.681,140,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1992,day,P50,50 percentile,21.042,62.295,228,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1992,day,Mean,annual mean,27.511,62.295,228,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1992,day,P95,95 percentile,72.375,62.295,228,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1992,day,P98,98 percentile,92.0,62.295,228,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1992,day,Max,maximum,101.167,62.295,228,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1992,dymax,P50,50 percentile,41.875,61.749,226,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1992,dymax,Mean,annual mean,53.544,61.749,226,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1992,dymax,P95,95 percentile,141.75,61.749,226,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1992,dymax,P98,98 percentile,162.5,61.749,226,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1992,dymax,Max,maximum,195.875,61.749,226,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1992,dymax,Max26,26th highest value,114.125,61.749,226,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1992,dymax,Days(c > 120),days with c > 120 ug/m3,19.0,61.749,226,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1992,dymax,SOMO35,"SOMO35 (c > 70 ug/m3, year,corrected)",4221.0,61.749,226,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1992,hour,P50,50 percentile,14.0,63.638,5590,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1992,hour,Mean,annual mean,27.738,63.638,5590,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1992,hour,P95,95 percentile,105.0,63.638,5590,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1992,hour,P98,98 percentile,130.0,63.638,5590,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1992,hour,Max,maximum,229.0,63.638,5590,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1992,hour,AOT40,"AOT40 (c > 80 ug/m3,3 months,corrected)",15016.0,84.058,928,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1993,day,P50,50 percentile,22.478,96.438,352,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1993,day,Mean,annual mean,26.242,96.438,352,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1993,day,P95,95 percentile,62.208,96.438,352,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1993,day,P98,98 percentile,89.522,96.438,352,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1993,day,Max,maximum,108.957,96.438,352,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1993,dymax,P50,50 percentile,41.125,95.342,348,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1993,dymax,Mean,annual mean,47.401,95.342,348,True
DENW056,7,Ozone (air),O3,µg/m3,200,Calendar year,1993,dymax,P95,95 percentile,130.625,95.342,348,True
