LSA_Nr_,Standort,X,Y
70005,Humboldtstr. / Siemensstr. / Schule,7.070969,50.886149
70006,Humboldtstr. / Voltastr. / Schule,7.071134,50.882911
70007,Humboldtstr. / Kaiserstr. / Schule,7.070945,50.881988
70009,Bahnhofstr. / Friedrichstr. / Schillerstr.,7.06037,50.8832
70010,Nachtigallenstr. / St. Ägidiusstr. / Schule,7.088858,50.86291
70012,Kaiserstr. / Ohmstr.,7.066777,50.882392
70013,Kaiserstr. / Brucknerstr. / Schule,7.072127,50.881465
70014,Kaiserstr. / Dorotheenstr. / Schule,7.073492,50.88113
70015,Waldstr. / Mühlenweg,7.087344,50.881494
70016,Waldstr. / Grengeler Mauspfad - L489,7.106226,50.880122
70017,Houdainer Str. / Schmittgasse / Schule,7.044852,50.866053
70018,Kölner Str. - L82 / Berliner Str. / Helenenstr.,7.026009,50.901872
70019,Hauptstr. / Bahnhofstr.,7.055657,50.88396
70020,Hauptstr. / Karlstr. / Bezirksrathaus,7.05572,50.885579
70021,Hauptstr. / Ernst-Mühlendyck-Str. / Bennauerstr.,7.05563,50.882829
70023,Bergerstr. / Bochumer Str. / Neue Eiler Str.,7.075234,50.893086
70024,Heidestr. - L489 / St. Ägidiusstr. / Wilhelm-Ruppert-Straße,7.090204,50.858107
70025,Heidestr. - L489 / Albin-Köbis-Str.,7.093957,50.858637
70026,Heidestr. - L489 / Guntherstr. / Feuerwache,7.100068,50.858874
70027,Heidestr. - L489 / Sportplatzstr.,7.102386,50.858978
70028,Heidestr. - L489 / Magazinstr.,7.104647,50.859073
70029,Hauptstr. / Berger Str. / Rathausstr.,7.0554,50.88773
70030,Hauptstr. / Steinstr.,7.053701,50.888708
70031,Kölner Str. - L82 / Urbacher Weg  / Im Rheinfeld,7.04619,50.894699
70032,Kölner Str. - L82 / Erker Str. / Klosterweg,7.042945,50.896326
70033,Kölner Str. - L82 / Gremberghovener Str. / Hohe Str.,7.038161,50.897306
70034,Kölner Str. - L82 / Kirche,7.03503,50.897867
70036,Kölner Str. - L82 / Stollwerkstr. / Andre-Citroen-Str,7.022638,50.903097
70037,Friedensstr. / Mühlenweg / Kindergarten,7.087667,50.876359
70038,Friedensstr. / Akazienweg,7.097851,50.876237
70044,Frankfurter Str. - B8 / Hirschgraben - K19,7.078906,50.896342
70045,Frankfurter Str. - B8 / Bergerstr.,7.077906,50.893682
70046,Frankfurter Str. - B8 / Kaiserstr. / Waldstr.,7.082344,50.881531
70047,Frankfurter Str. - B8 / Zündorfer Str.,7.082226,50.878845
70050,Frankfurter Str. - B8 / Heidestr. / Sebastianusstr.,7.086188,50.857395
70057,Frankfurter Str. - B8 / Bochumer Str.,7.078356,50.891593
70063,Linder Mauspfad / Viehtrift,7.109363,50.850733
70064,Theodor-Heuss-Str. / Stresemannstr.,7.061962,50.896966
70069,Kaiserstr. - L99 / Marienburger Str. / Lichtpfad,7.078356,50.881102
70073,Josefstr. / Schule,7.057638,50.887738
70074,Hauptstr. / Burgweg / Keimergasse,7.04377,50.867887
70077,Bergerstr. / Josefstr.,7.057088,50.888818
70078,Friedrichstr. / Bundesbahnbrücke,7.061812,50.885798
70079,Wahner Str. / Gartenweg,7.048893,50.86572
70080,Rolandstr. / Bus - HH,7.105316,50.864984
70083,Nachtigallenstr. / Finkenweg / Bieselweg,7.100043,50.863703
70089,Linder Mauspfad / Flughafenstr.,7.108785,50.856274
70090,Linder Mauspfad / Ernst-Mach-Str.,7.111768,50.846375
70092,Hauptstr. / Rosenhügel / An der Groov,7.049817,50.873391
70114,Flughafen / Terminal,7.119373,50.880001
70186,Siegburger Str. / Auf dem Sandberg,6.99356,50.914905
70187,Poller Hauptstr. / Schulpfad / Schule,6.99204,50.911672
70707,Frankfurter Str. - B8 / Alter Deutzer Postweg,7.050355,50.918619
70708,Frankfurter Str. - B8 / Hansestr. / Neuenhofstr.,7.055592,50.912522
70709,Frankfurter Str. - B8 / BAB 559 Nord / Rather Str.,7.058945,50.90849
70710,Frankfurter Str. - B8 / BAB 559 Süd / Am Hochkreuz,7.060617,50.906542
70711,Frankfurter Str. - B8 / Steinstr. / Maarhäuser Weg,7.062892,50.905246
70712,Frankfurter Str. - B8 / Theodor- Heuss -Str.,7.073644,50.899303
70742,Frankfurter Str. - B8 / Ferdinand Porsche Str.,7.066472,50.90329
70999,Hirschgraben / Pferdeüberweg / privat,7.092597,50.898589
71184,Siegburger Str. / Am Altenberger Kreuz / Krückelstr.,6.988346,50.918486
71185,Siegburger Str. / Jakob-Kneip-Str.,6.990229,50.916699
71189,Siegburger Str. / Raiffeisenstr.,6.98645,50.919718
75035,Kölner Str. - L82 / Gilgaustr.,7.031149,50.899633
80840,Frankfurter Str. / Saarbrücker Str.,7.0452,50.924751
80848,Frankfurter Str. / Hartgenbuscher Kirchweg / Feuerwache 8,7.045694,50.924136
80857,Homarstr. / Kürtenstr.,7.017476,50.929071
80876,Neubrücker Ring / Jugendheim,7.062092,50.932961
85831,Olpener Str. / Brücker Mauspfad,7.080826,50.946063
89180,Rolshover Str. / Sauerlandstr. / GEW,6.999707,50.926088
89181,Rolshover Str. / Östlicher Zubringer,6.999647,50.92467
89183,Rolshover Str. / Taubenholzweg,6.998963,50.922544
89188,Östlicher Zubringer - L124 / Am Grauen Stein,6.992927,50.92672
89802,Kalker Hauptstr. / Walter-Pauli-Ring / Deutz-Kalker Str.,6.994163,50.937126
89804,Kalker Hauptstr. / Vietorstr. / Trimbornstr.,6.998468,50.937516
89805,Kalker Hauptstr. / Rolshover Str. / Kalk-Mülheimer Str.,7.000312,50.937684
89806,Kalker Hauptstr. / Kaufhof,7.001623,50.937793
89807,Kalker Hauptstr. / Sieversstr.,7.003179,50.937992
89808,Kalker Hauptstr. / Neuerburgstr.,7.005106,50.938296
89809,Kalker Hauptstr. / Breuerstr.,7.005912,50.938426
89810,Kalker Hauptstr. / Kapellenstr.,7.008469,50.938899
89812,Kalker Hauptstr. / Eythstr.,7.011071,50.939349
89813,Kalker Hauptstr. / Dieselstr.,7.012382,50.939575
89814,Kalker Hauptstr. / Wippermannstr.,7.014081,50.939848
89815,Olpener Str. / Germaniastr. / Oranienstr.,7.018694,50.940201
89816,Olpener Str. / Bochumer Str.,7.020976,50.940283
89817,Olpener Str. / Fuldaer Str.,7.021959,50.94031
89818,Olpener Str. / Burgstr. / Höhenberger Str.,7.02574,50.940241
89819,Olpener Str. / Marburger Str. / Adalbertstr.,7.02846,50.940244
89820,Olpener Str. / Frankfurter Str.,7.031164,50.940283
89821,Olpener Str. / Nohlenweg,7.036219,50.940455
89822,Olpener Str. / Iserlohner Str.,7.03894,50.940865
89823,Olpener Str. / Hohensyburgstr.,7.042943,50.941508
89825,Olpener Str. / Ostmerheimer Str.,7.049474,50.942798
89826,Olpener Str. / Madausstr. / Anne-Schulte-Str.,7.057878,50.944413
89827,Olpener Str. / Hans-Schulten-Str.,7.060935,50.944933
89828,Olpener Str. / Im Brücker Bruch,7.071979,50.946244
89829,Olpener Str. / Flehbachstr. / Pohlstadtsweg,7.076164,50.945089
89830,Olpener Str. / Hovenstr.,7.079049,50.945567
89832,Olpener Str. / Overather Str / Hoffnungsthaler Str.,7.085187,50.946967
89833,Brücker Mauspfad / Hovenstr.,7.081724,50.944736
89834,Frankfurter Str. / Höhenberger Str. / Höhenberger Ring,7.027904,50.942712
89835,Frankfurter Str. / Merheimer Heideweg,7.029159,50.941791
89836,Frankfurter Str. / Nohlenweg / Vingster Ring K16,7.033258,50.938632
89837,Frankfurter Str. / Buchheimer Weg,7.037518,50.933629
89838,Frankfurter Str. / Zehnthofstr.,7.039529,50.931301
89839,Frankfurter Str. / Rösrather Str. / Ostheimer Str.,7.040915,50.929643
89841,Rösrather Str. / Servatiusstr.,7.047163,50.929839
89842,Rösrather Str. / Hasencleverstr. / BAB A3,7.055896,50.928695
89843,Rösrather Str. / Neubrücker Ring,7.060173,50.927753
89844,Rösrather Str. / Eiler Str.,7.081979,50.921593
89845,Rösrather Str. / Gröppersgasse / Röttgensweg,7.090227,50.922069
89846,Rösrather Str. / Rather Mauspfad / Heumarer Mauspfad,7.098,50.920059
89847,Rather Mauspfad / Stachelsweg / Baldurstr.,7.095118,50.926088
89849,Lützerathstr. / Hilde-Ippolito-Weg,7.086367,50.926125
89850,Ostheimer Str. / Vingster Ring - K16,7.030514,50.931727
89851,Ostheimer Str. / Nobelstr.,7.027025,50.932001
89852,Ostheimer Str. / Heßhofstr.,7.023753,50.932788
89853,Ostheimer Str. / Burgstr. / Kuthstr.,7.021792,50.933253
89854,Ostheimer Str. / Würzburger Str.,7.018342,50.93351
89859,Gremberger Str. / Poll-Vingster Str.,7.01,50.925492
89860,Gremberger Str. / Lüderichstr.,7.002263,50.928175
89861,Gremberger Str. / Rolshover Str.,6.999892,50.92904
89862,Rolshover Str. / Odenwaldstr.,7.000235,50.930422
89863,Rolshover Str. / Wetzlarer Str. / Gottfried-Hagen-Str.,7.001403,50.933073
89864,Gremberger Str. / Theoderichstr.,6.996814,50.930029
89865,Gremberger Str. / Taunusstr.,6.996036,50.930287
89866,Gremberger Str. / An der Pulvermühle,6.993805,50.931097
89867,Am Grauen Stein / Westerwaldstr.,6.995252,50.929379
89874,Hans-Schulten-Str. / Wiehler Str. - L286n,7.063609,50.943058
89877,Rolshover Str. / Dillenburger Str.,7.000909,50.935287
89879,Eiler Str. / Forststr.,7.081844,50.917593
89884,Walter-Pauli-Ring / Gummersbacher Straße / Geschwister-Katz-Str.,6.993502,50.9392
89885,Straße des 17 Juni / Corinto Str,6.992779,50.941044
89947,Frankfurter Str. / BAB Süd / Gothaer Platz,7.02023,50.948345
89948,Frankfurter Str. / Suhler Weg,7.022747,50.946473
89949,Frankfurter Str. / Fuldaer Str.,7.02432,50.9453
89954,Waldecker Str. / Stadtautobahn  -B55a / Buchforster Str.,7.006472,50.946556
89958,Kalk-Mülheimer Str. / Wipperfürther Str.,7.001412,50.943472
89959,Kalk-Mülheimer Str. / Höfestr. / Peter-Stühlen-Str.,7.001597,50.940882
90158,Mülheimer Freiheit / Krahnenstr. / Schule,7.000794,50.96686
90159,Mülheimer Freiheit / Peter-Müller-Str. / Buchheimer Str.,6.999556,50.964397
90160,Roggendorf Str. / Alfred-Werner-Str.,6.991551,50.9992
90161,Edelhofstr. / Am Feldrain / Schule,6.981028,50.998162
90925,Dellbrücker Hauptstr. / Friedhof Dellbrück / Schule,7.075506,50.973057
91115,Pfälzischer Ring / Karlsruher Str.,6.994399,50.949582
91116,Pfälzischer Ring / Grünstr. / Bergischer Ring,6.999739,50.954901
91117,Bergischer Ring / Rendsburger Platz,7.000661,50.956208
91118,Bergischer Ring / Schleiermacherstr.,7.001048,50.95704
91119,Bergischer Ring / Danzierstr. / Papageienstr.,7.002661,50.959841
91121,Deutz-Mülheimer Str. / Adam-Stegerwald-Str.,6.988258,50.950596
91124,Deutz-Mülheimer Str. / Auenweg,6.992242,50.955192
91125,Deutz-Mülheimer Str. / Danzierstr.,6.994138,50.957378
91126,Danzierstr. / Windmühlenstr. / Karl-Theodor-Str.,6.995888,50.957355
91127,Danzierstr. / Schleiermacherstr. / Schule,6.999523,50.95883
91128,Wiener Platz / Mülheimer Brücke,7.003984,50.961825
91129,Wiener Platz / Frankfurter Str. / Eulenbergstr.,7.005545,50.961649
91130,Bergisch Gladbacher Str / Clevischer Ring,7.005424,50.96388
91131,Clevischer Ring / Carl-Brisch-Str.,7.005904,50.964675
91132,Clevischer Ring / Keupstr.,7.006456,50.966864
91133,Clevischer Ring / Berliner Str. / Dünnwalder Str.,7.006821,50.96941
91134,Clevischer Ring / Von-Sparr-Str. / Von-Lohe-Str.,7.006044,50.973587
91136,Clevischer Ring / BAB-Nord / BAB-Süd,7.004493,50.976505
91137,Düsseldorfer Str. - B8 / Manforter Str.,7.002573,50.979681
91140,Mülheimer Freiheit / Düsseldorfer Str. / Dünnwalder Str.,7.002932,50.967604
91141,Berliner Str. / Von-Sparr-Str. / Schleiermacherstr.,7.010171,50.971471
91143,Keupstr. / Schanzenstr.,7.009171,50.965811
91196,Bergisch-Gladbacher Str.  / Genovevastr. / Schule,7.006412,50.963539
91981,Markgrafenstr. / Von-Sparr-Str.,7.011475,50.971005
91982,Clevischer Ring / Markgrafenstrasse,7.006625,50.9681
95924,Diepeschrather Str. / Anemonenweg,7.068595,50.981399
99144,Berliner Str. / Cottbuser Str. / Neurather Weg,7.020424,50.978708
99145,Berliner Str. / Im Weidenbruch,7.022103,50.97996
99146,Berliner Str. / Fixheider Weg,7.02458,50.981853
99147,Berliner Str. / Posadowskystr.,7.026972,50.983646
99148,Berliner Str. / Am Emberg,7.029802,50.989385
99149,Berliner Str. / Leuchterstr. / Schweidnitzer Str.,7.036946,50.996495
99150,Berliner Str. / Prämonstratenserstr.,7.038319,50.99953
99151,Berliner Str. / Odenthaler Str. / Kunstfelder Str.,7.041489,51.001786
99152,Im Weidenbruch / Birkenweg / Schule,7.041207,50.983996
99153,Im Weidenbruch / Im Weidenkamp,7.036311,50.982295
99154,Im Weidenbruch / Honschaftsstr. / Schule,7.032574,50.981192
99155,Honschaftsstr. / Sigwinstr. / Am Springborn,7.03233,50.975935
99156,Honschaftsstr. / Piccoloministr.,7.032175,50.970918
99901,Bergisch Gladbacher Str. / Genovevabad / Schule,7.010031,50.962529
99902,Bergisch Gladbacher Str. / Keupstr. / Montanusstr.,7.012825,50.962961
99903,Bergisch Gladbacher Str. / Carlswerkstr.,7.017524,50.963928
99904,Bergisch Gladbacher Str. / Ackerstr.,7.018697,50.964187
99905,Bergisch Gladbacher Str. / Feuerwache / Wichheimer Str.,7.020867,50.964616
99906,Bergisch Gladbacher Str. / Gronauer Str.,7.026552,50.965757
99907,Bergisch Gladbacher Str. / Herler Ring,7.027734,50.966005
99908,Bergisch Gladbacher Str. / BAB-West,7.02957,50.966368
99909,Bergisch Gladbacher Str. / BAB-Ost,7.032828,50.967056
99910,Bergisch Gladbacher Str. / Honschaftsstr.,7.034012,50.967289
99911,Bergisch Gladbacher Str. / Vischeringstr. / Ringenstr.,7.037218,50.96793
99912,Bergisch Gladbacher Str. / Johann-Bensberg-Str. / Buschfeldstr.,7.038673,50.968218
99913,Bergisch Gladbacher Str. / Maria-Himmelfahrt-Str.,7.044709,50.969468
99914,Bergisch Gladbacher Str. / Rodfeldstr. / Rodstr.,7.048899,50.970936
99915,Bergisch Gladbacher Str. / Schwabstr.,7.052774,50.972317
99916,Bergisch Gladbacher Str. / Wasserwerkstr. / Drosselbartstr.,7.057584,50.974053
99917,Bergisch Gladbacher Str. / Heidestr. / Hagedornstr. L73,7.059409,50.97471
99918,Bergisch Gladbacher Str. / Dellbrücker Mauspfad / Kaserne,7.062176,50.975692
99919,Bergisch Gladbacher Str. / Grafenmühlenweg / Urnenstr.,7.066668,50.977308
99920,Bergisch Gladbacher Str. / Dellbrücker Hauptstr.,7.070476,50.978682
99921,Bergisch Gladbacher Str. / Biesfelder Str.,7.074797,50.980215
99922,Bergisch Gladbacher Str. / Von-Quadt-Str. / Otto-Kaiser-Str.,7.078516,50.981547
99923,Bergisch Gladbacher Str. / Thielenbrucher Allee,7.087658,50.982155
99927,Neufelder Str. / Krankenhaus Holweide,7.057371,50.96819
99928,Piccoloministr. / Ernststr.,7.047768,50.972437
99929,Piccoloministr. / Buschfeldstr.,7.039295,50.97168
99930,Burgwiesenstr. / Isenburger Kirchweg,7.042967,50.964182
99931,Bergisch Gladbacher Str. / Zufahrt Zollkriminalamt,7.06503,50.976742
99932,Schlagbaumsweg / An der Wasserburg,7.043403,50.959281
99933,Herler Ring - K17 / Wuppertaler Str. / Wichheimer Str.,7.026948,50.961329
99934,Buchheimer Ring / Schlagbaumsweg,7.029289,50.956454
99935,Buchheimer Ring / Stadtautobahn - B55a,7.027444,50.95087
99936,Frankfurter Str. / Merkerhofstr. / Rhodiusstr.,7.007206,50.960326
99939,Frankfurter Str. / Graf-Adolf-Str.,7.00993,50.958412
99940,Frankfurter Str. / Montanusstr. / Vincenzstr.,7.011446,50.957336
99941,Frankfurter Str. / Ackerstr.,7.013157,50.956146
99942,Frankfurter Str. / Alte Wipperfürther Str.,7.013886,50.955627
99943,Frankfurter Str. / Arnsberger Str.,7.013758,50.954351
99944,Frankfurter Str. / Heidelberger Str.,7.013844,50.95312
99945,Frankfurter Str. / Germaniastr. / Modemannstr.,7.015697,50.951704
99946,Frankfurter Str. / Stadtautobahn - B55a Nord,7.018873,50.949353
99950,Heidelberger Str. / Waldecker Str.,7.005118,50.951054
99953,Heidelberger Str. / Kalk-Mülheimer Str. / Karlsruher Str.,7.001316,50.950198
99961,Graf-Adolf-Str. / Sonderburger Str. / Schule,7.007242,50.957176
99962,Buchheimer Ring / Schützengildeweg,7.027802,50.95813
99963,Graf-Adolf-Str. / Kieler Str. / Rendsburger Platz,7.003664,50.955499
99964,Alte Wipperfürther Str. / Schule,7.016462,50.955974
99965,Schnellweider Str. / Musäusstr.,7.051274,50.970218
99966,Schlagbaumsweg / Colonia Allee / Isenburger Kirchweg / Ostmerheimer Straße,7.044873,50.959772
99967,Bergisch Gladbacher Str. / Steyler Str.,7.035198,50.967521
99968,Mielenforster Str. / Bensberger Marktweg,7.073978,50.967476
99969,Heidelberger Str. / Kopernikusstr.,7.010068,50.952261
99980,Berliner Str. / Steinkaulerstr. / Buswendeschleife,7.014726,50.975297
